word,lemma,part_of_speech,cefr,english,tense,person
prevedono,prevedere,verb_form,B2,pre- to see,present,loro
prevedevo,prevedere,verb_form,B2,pre- to see,imperfect,io
prevedevi,prevedere,verb_form,B2,pre- to see,imperfect,tu
prevedeva,prevedere,verb_form,B2,pre- to see,imperfect,lui/lei
prevedevamo,prevedere,verb_form,B2,pre- to see,imperfect,noi
prevedevate,prevedere,verb_form,B2,pre- to see,imperfect,voi
prevedevano,prevedere,verb_form,B2,pre- to see,imperfect,loro
preveduto,prevedere,verb_form,B2,pre- to see,past_participle,
prevedendo,prevedere,verb_form,B2,pre- to see,gerund,
prevederò,prevedere,verb_form,B2,pre- to see,future,io
prevederai,prevedere,verb_form,B2,pre- to see,future,tu
prevederà,prevedere,verb_form,B2,pre- to see,future,lui/lei
prevederemo,prevedere,verb_form,B2,pre- to see,future,noi
prevederete,prevedere,verb_form,B2,pre- to see,future,voi
prevederanno,prevedere,verb_form,B2,pre- to see,future,loro
prevederei,prevedere,verb_form,B2,pre- to see,conditional,io
prevederesti,prevedere,verb_form,B2,pre- to see,conditional,tu
prevederebbe,prevedere,verb_form,B2,pre- to see,conditional,lui/lei
prevederemmo,prevedere,verb_form,B2,pre- to see,conditional,noi
prevedereste,prevedere,verb_form,B2,pre- to see,conditional,voi
prevederebbero,prevedere,verb_form,B2,pre- to see,conditional,loro
postvedere,postvedere,verb_form,B2,post- to see,infinitive,
postvedo,postvedere,verb_form,B2,post- to see,present,io
postvedi,postvedere,verb_form,B2,post- to see,present,tu
postvede,postvedere,verb_form,B2,post- to see,present,lui/lei
postvediamo,postvedere,verb_form,B2,post- to see,present,noi
postvedete,postvedere,verb_form,B2,post- to see,present,voi
postvedono,postvedere,verb_form,B2,post- to see,present,loro
postvedevo,postvedere,verb_form,B2,post- to see,imperfect,io
postvedevi,postvedere,verb_form,B2,post- to see,imperfect,tu
postvedeva,postvedere,verb_form,B2,post- to see,imperfect,lui/lei
postvedevamo,postvedere,verb_form,B2,post- to see,imperfect,noi
postvedevate,postvedere,verb_form,B2,post- to see,imperfect,voi
postvedevano,postvedere,verb_form,B2,post- to see,imperfect,loro
postveduto,postvedere,verb_form,B2,post- to see,past_participle,
postvedendo,postvedere,verb_form,B2,post- to see,gerund,
postvederò,postvedere,verb_form,B2,post- to see,future,io
postvederai,postvedere,verb_form,B2,post- to see,future,tu
postvederà,postvedere,verb_form,B2,post- to see,future,lui/lei
postvederemo,postvedere,verb_form,B2,post- to see,future,noi
postvederete,postvedere,verb_form,B2,post- to see,future,voi
postvederanno,postvedere,verb_form,B2,post- to see,future,loro
postvederei,postvedere,verb_form,B2,post- to see,conditional,io
postvederesti,postvedere,verb_form,B2,post- to see,conditional,tu
postvederebbe,postvedere,verb_form,B2,post- to see,conditional,lui/lei
postvederemmo,postvedere,verb_form,B2,post- to see,conditional,noi
postvedereste,postvedere,verb_form,B2,post- to see,conditional,voi
postvederebbero,postvedere,verb_form,B2,post- to see,conditional,loro
autovedere,autovedere,verb_form,B2,self- to see,infinitive,
autovedo,autovedere,verb_form,B2,self- to see,present,io
autovedi,autovedere,verb_form,B2,self- to see,present,tu
autovede,autovedere,verb_form,B2,self- to see,present,lui/lei
autovediamo,autovedere,verb_form,B2,self- to see,present,noi
autovedete,autovedere,verb_form,B2,self- to see,present,voi
autovedono,autovedere,verb_form,B2,self- to see,present,loro
autovedevo,autovedere,verb_form,B2,self- to see,imperfect,io
autovedevi,autovedere,verb_form,B2,self- to see,imperfect,tu
autovedeva,autovedere,verb_form,B2,self- to see,imperfect,lui/lei
autovedevamo,autovedere,verb_form,B2,self- to see,imperfect,noi
autovedevate,autovedere,verb_form,B2,self- to see,imperfect,voi
autovedevano,autovedere,verb_form,B2,self- to see,imperfect,loro
autoveduto,autovedere,verb_form,B2,self- to see,past_participle,
autovedendo,autovedere,verb_form,B2,self- to see,gerund,
autovederò,autovedere,verb_form,B2,self- to see,future,io
autovederai,autovedere,verb_form,B2,self- to see,future,tu
autovederà,autovedere,verb_form,B2,self- to see,future,lui/lei
autovederemo,autovedere,verb_form,B2,self- to see,future,noi
autovederete,autovedere,verb_form,B2,self- to see,future,voi
autovederanno,autovedere,verb_form,B2,self- to see,future,loro
autovederei,autovedere,verb_form,B2,self- to see,conditional,io
autovederesti,autovedere,verb_form,B2,self- to see,conditional,tu
autovederebbe,autovedere,verb_form,B2,self- to see,conditional,lui/lei
autovederemmo,autovedere,verb_form,B2,self- to see,conditional,noi
autovedereste,autovedere,verb_form,B2,self- to see,conditional,voi
autovederebbero,autovedere,verb_form,B2,self- to see,conditional,loro
riguardare,riguardare,verb_form,B2,re- to watch / to look,infinitive,
riguardo,riguardare,verb_form,B2,re- to watch / to look,present,io
riguardi,riguardare,verb_form,B2,re- to watch / to look,present,tu
riguarda,riguardare,verb_form,B2,re- to watch / to look,present,lui/lei
riguardiamo,riguardare,verb_form,B2,re- to watch / to look,present,noi
riguardate,riguardare,verb_form,B2,re- to watch / to look,present,voi
riguardano,riguardare,verb_form,B2,re- to watch / to look,present,loro
riguardavo,riguardare,verb_form,B2,re- to watch / to look,imperfect,io
riguardavi,riguardare,verb_form,B2,re- to watch / to look,imperfect,tu
riguardava,riguardare,verb_form,B2,re- to watch / to look,imperfect,lui/lei
riguardavamo,riguardare,verb_form,B2,re- to watch / to look,imperfect,noi
riguardavate,riguardare,verb_form,B2,re- to watch / to look,imperfect,voi
riguardavano,riguardare,verb_form,B2,re- to watch / to look,imperfect,loro
riguardato,riguardare,verb_form,B2,re- to watch / to look,past_participle,
riguardando,riguardare,verb_form,B2,re- to watch / to look,gerund,
riguarderò,riguardare,verb_form,B2,re- to watch / to look,future,io
riguarderai,riguardare,verb_form,B2,re- to watch / to look,future,tu
riguarderà,riguardare,verb_form,B2,re- to watch / to look,future,lui/lei
riguarderemo,riguardare,verb_form,B2,re- to watch / to look,future,noi
riguarderete,riguardare,verb_form,B2,re- to watch / to look,future,voi
riguarderanno,riguardare,verb_form,B2,re- to watch / to look,future,loro
riguarderei,riguardare,verb_form,B2,re- to watch / to look,conditional,io
riguarderesti,riguardare,verb_form,B2,re- to watch / to look,conditional,tu
riguarderebbe,riguardare,verb_form,B2,re- to watch / to look,conditional,lui/lei
riguarderemmo,riguardare,verb_form,B2,re- to watch / to look,conditional,noi
riguardereste,riguardare,verb_form,B2,re- to watch / to look,conditional,voi
riguarderebbero,riguardare,verb_form,B2,re- to watch / to look,conditional,loro
disguardare,disguardare,verb_form,B2,dis- to watch / to look,infinitive,
disguardo,disguardare,verb_form,B2,dis- to watch / to look,present,io
disguardi,disguardare,verb_form,B2,dis- to watch / to look,present,tu
disguarda,disguardare,verb_form,B2,dis- to watch / to look,present,lui/lei
disguardiamo,disguardare,verb_form,B2,dis- to watch / to look,present,noi
disguardate,disguardare,verb_form,B2,dis- to watch / to look,present,voi
disguardano,disguardare,verb_form,B2,dis- to watch / to look,present,loro
disguardavo,disguardare,verb_form,B2,dis- to watch / to look,imperfect,io
disguardavi,disguardare,verb_form,B2,dis- to watch / to look,imperfect,tu
disguardava,disguardare,verb_form,B2,dis- to watch / to look,imperfect,lui/lei
disguardavamo,disguardare,verb_form,B2,dis- to watch / to look,imperfect,noi
disguardavate,disguardare,verb_form,B2,dis- to watch / to look,imperfect,voi
disguardavano,disguardare,verb_form,B2,dis- to watch / to look,imperfect,loro
disguardato,disguardare,verb_form,B2,dis- to watch / to look,past_participle,
disguardando,disguardare,verb_form,B2,dis- to watch / to look,gerund,
disguarderò,disguardare,verb_form,B2,dis- to watch / to look,future,io
disguarderai,disguardare,verb_form,B2,dis- to watch / to look,future,tu
disguarderà,disguardare,verb_form,B2,dis- to watch / to look,future,lui/lei
disguarderemo,disguardare,verb_form,B2,dis- to watch / to look,future,noi
disguarderete,disguardare,verb_form,B2,dis- to watch / to look,future,voi
disguarderanno,disguardare,verb_form,B2,dis- to watch / to look,future,loro
disguarderei,disguardare,verb_form,B2,dis- to watch / to look,conditional,io
disguarderesti,disguardare,verb_form,B2,dis- to watch / to look,conditional,tu
disguarderebbe,disguardare,verb_form,B2,dis- to watch / to look,conditional,lui/lei
disguarderemmo,disguardare,verb_form,B2,dis- to watch / to look,conditional,noi
disguardereste,disguardare,verb_form,B2,dis- to watch / to look,conditional,voi
disguarderebbero,disguardare,verb_form,B2,dis- to watch / to look,conditional,loro
preguardare,preguardare,verb_form,B2,pre- to watch / to look,infinitive,
preguardo,preguardare,verb_form,B2,pre- to watch / to look,present,io
preguardi,preguardare,verb_form,B2,pre- to watch / to look,present,tu
preguarda,preguardare,verb_form,B2,pre- to watch / to look,present,lui/lei
preguardiamo,preguardare,verb_form,B2,pre- to watch / to look,present,noi
preguardate,preguardare,verb_form,B2,pre- to watch / to look,present,voi
preguardano,preguardare,verb_form,B2,pre- to watch / to look,present,loro
preguardavo,preguardare,verb_form,B2,pre- to watch / to look,imperfect,io
preguardavi,preguardare,verb_form,B2,pre- to watch / to look,imperfect,tu
preguardava,preguardare,verb_form,B2,pre- to watch / to look,imperfect,lui/lei
preguardavamo,preguardare,verb_form,B2,pre- to watch / to look,imperfect,noi
preguardavate,preguardare,verb_form,B2,pre- to watch / to look,imperfect,voi
preguardavano,preguardare,verb_form,B2,pre- to watch / to look,imperfect,loro
preguardato,preguardare,verb_form,B2,pre- to watch / to look,past_participle,
preguardando,preguardare,verb_form,B2,pre- to watch / to look,gerund,
preguarderò,preguardare,verb_form,B2,pre- to watch / to look,future,io
preguarderai,preguardare,verb_form,B2,pre- to watch / to look,future,tu
preguarderà,preguardare,verb_form,B2,pre- to watch / to look,future,lui/lei
preguarderemo,preguardare,verb_form,B2,pre- to watch / to look,future,noi
preguarderete,preguardare,verb_form,B2,pre- to watch / to look,future,voi
preguarderanno,preguardare,verb_form,B2,pre- to watch / to look,future,loro
preguarderei,preguardare,verb_form,B2,pre- to watch / to look,conditional,io
preguarderesti,preguardare,verb_form,B2,pre- to watch / to look,conditional,tu
preguarderebbe,preguardare,verb_form,B2,pre- to watch / to look,conditional,lui/lei
preguarderemmo,preguardare,verb_form,B2,pre- to watch / to look,conditional,noi
preguardereste,preguardare,verb_form,B2,pre- to watch / to look,conditional,voi
preguarderebbero,preguardare,verb_form,B2,pre- to watch / to look,conditional,loro
postguardare,postguardare,verb_form,B2,post- to watch / to look,infinitive,
postguardo,postguardare,verb_form,B2,post- to watch / to look,present,io
postguardi,postguardare,verb_form,B2,post- to watch / to look,present,tu
postguarda,postguardare,verb_form,B2,post- to watch / to look,present,lui/lei
postguardiamo,postguardare,verb_form,B2,post- to watch / to look,present,noi
postguardate,postguardare,verb_form,B2,post- to watch / to look,present,voi
postguardano,postguardare,verb_form,B2,post- to watch / to look,present,loro
postguardavo,postguardare,verb_form,B2,post- to watch / to look,imperfect,io
postguardavi,postguardare,verb_form,B2,post- to watch / to look,imperfect,tu
postguardava,postguardare,verb_form,B2,post- to watch / to look,imperfect,lui/lei
postguardavamo,postguardare,verb_form,B2,post- to watch / to look,imperfect,noi
postguardavate,postguardare,verb_form,B2,post- to watch / to look,imperfect,voi
postguardavano,postguardare,verb_form,B2,post- to watch / to look,imperfect,loro
postguardato,postguardare,verb_form,B2,post- to watch / to look,past_participle,
postguardando,postguardare,verb_form,B2,post- to watch / to look,gerund,
postguarderò,postguardare,verb_form,B2,post- to watch / to look,future,io
postguarderai,postguardare,verb_form,B2,post- to watch / to look,future,tu
postguarderà,postguardare,verb_form,B2,post- to watch / to look,future,lui/lei
postguarderemo,postguardare,verb_form,B2,post- to watch / to look,future,noi
postguarderete,postguardare,verb_form,B2,post- to watch / to look,future,voi
postguarderanno,postguardare,verb_form,B2,post- to watch / to look,future,loro
postguarderei,postguardare,verb_form,B2,post- to watch / to look,conditional,io
postguarderesti,postguardare,verb_form,B2,post- to watch / to look,conditional,tu
postguarderebbe,postguardare,verb_form,B2,post- to watch / to look,conditional,lui/lei
postguarderemmo,postguardare,verb_form,B2,post- to watch / to look,conditional,noi
postguardereste,postguardare,verb_form,B2,post- to watch / to look,conditional,voi
postguarderebbero,postguardare,verb_form,B2,post- to watch / to look,conditional,loro
autoguardare,autoguardare,verb_form,B2,self- to watch / to look,infinitive,
autoguardo,autoguardare,verb_form,B2,self- to watch / to look,present,io
autoguardi,autoguardare,verb_form,B2,self- to watch / to look,present,tu
autoguarda,autoguardare,verb_form,B2,self- to watch / to look,present,lui/lei
autoguardiamo,autoguardare,verb_form,B2,self- to watch / to look,present,noi
autoguardate,autoguardare,verb_form,B2,self- to watch / to look,present,voi
autoguardano,autoguardare,verb_form,B2,self- to watch / to look,present,loro
autoguardavo,autoguardare,verb_form,B2,self- to watch / to look,imperfect,io
autoguardavi,autoguardare,verb_form,B2,self- to watch / to look,imperfect,tu
autoguardava,autoguardare,verb_form,B2,self- to watch / to look,imperfect,lui/lei
autoguardavamo,autoguardare,verb_form,B2,self- to watch / to look,imperfect,noi
autoguardavate,autoguardare,verb_form,B2,self- to watch / to look,imperfect,voi
autoguardavano,autoguardare,verb_form,B2,self- to watch / to look,imperfect,loro
autoguardato,autoguardare,verb_form,B2,self- to watch / to look,past_participle,
autoguardando,autoguardare,verb_form,B2,self- to watch / to look,gerund,
autoguarderò,autoguardare,verb_form,B2,self- to watch / to look,future,io
autoguarderai,autoguardare,verb_form,B2,self- to watch / to look,future,tu
autoguarderà,autoguardare,verb_form,B2,self- to watch / to look,future,lui/lei
autoguarderemo,autoguardare,verb_form,B2,self- to watch / to look,future,noi
autoguarderete,autoguardare,verb_form,B2,self- to watch / to look,future,voi
autoguarderanno,autoguardare,verb_form,B2,self- to watch / to look,future,loro
autoguarderei,autoguardare,verb_form,B2,self- to watch / to look,conditional,io
autoguarderesti,autoguardare,verb_form,B2,self- to watch / to look,conditional,tu
autoguarderebbe,autoguardare,verb_form,B2,self- to watch / to look,conditional,lui/lei
autoguarderemmo,autoguardare,verb_form,B2,self- to watch / to look,conditional,noi
autoguardereste,autoguardare,verb_form,B2,self- to watch / to look,conditional,voi
autoguarderebbero,autoguardare,verb_form,B2,self- to watch / to look,conditional,loro
rimangiare,rimangiare,verb_form,B2,re- to eat,infinitive,
rimangio,rimangiare,verb_form,B2,re- to eat,present,io
rimangii,rimangiare,verb_form,B2,re- to eat,present,tu
rimangia,rimangiare,verb_form,B2,re- to eat,present,lui/lei
rimangiiamo,rimangiare,verb_form,B2,re- to eat,present,noi
rimangiate,rimangiare,verb_form,B2,re- to eat,present,voi
rimangiano,rimangiare,verb_form,B2,re- to eat,present,loro
rimangiavo,rimangiare,verb_form,B2,re- to eat,imperfect,io
rimangiavi,rimangiare,verb_form,B2,re- to eat,imperfect,tu
rimangiava,rimangiare,verb_form,B2,re- to eat,imperfect,lui/lei
rimangiavamo,rimangiare,verb_form,B2,re- to eat,imperfect,noi
rimangiavate,rimangiare,verb_form,B2,re- to eat,imperfect,voi
rimangiavano,rimangiare,verb_form,B2,re- to eat,imperfect,loro
rimangiato,rimangiare,verb_form,B2,re- to eat,past_participle,
rimangiando,rimangiare,verb_form,B2,re- to eat,gerund,
rimangierò,rimangiare,verb_form,B2,re- to eat,future,io
rimangierai,rimangiare,verb_form,B2,re- to eat,future,tu
rimangierà,rimangiare,verb_form,B2,re- to eat,future,lui/lei
rimangieremo,rimangiare,verb_form,B2,re- to eat,future,noi
rimangierete,rimangiare,verb_form,B2,re- to eat,future,voi
rimangieranno,rimangiare,verb_form,B2,re- to eat,future,loro
rimangierei,rimangiare,verb_form,B2,re- to eat,conditional,io
rimangieresti,rimangiare,verb_form,B2,re- to eat,conditional,tu
rimangierebbe,rimangiare,verb_form,B2,re- to eat,conditional,lui/lei
rimangieremmo,rimangiare,verb_form,B2,re- to eat,conditional,noi
rimangiereste,rimangiare,verb_form,B2,re- to eat,conditional,voi
rimangierebbero,rimangiare,verb_form,B2,re- to eat,conditional,loro
dismangiare,dismangiare,verb_form,B2,dis- to eat,infinitive,
dismangio,dismangiare,verb_form,B2,dis- to eat,present,io
dismangii,dismangiare,verb_form,B2,dis- to eat,present,tu
dismangia,dismangiare,verb_form,B2,dis- to eat,present,lui/lei
dismangiiamo,dismangiare,verb_form,B2,dis- to eat,present,noi
dismangiate,dismangiare,verb_form,B2,dis- to eat,present,voi
dismangiano,dismangiare,verb_form,B2,dis- to eat,present,loro
dismangiavo,dismangiare,verb_form,B2,dis- to eat,imperfect,io
dismangiavi,dismangiare,verb_form,B2,dis- to eat,imperfect,tu
dismangiava,dismangiare,verb_form,B2,dis- to eat,imperfect,lui/lei
dismangiavamo,dismangiare,verb_form,B2,dis- to eat,imperfect,noi
dismangiavate,dismangiare,verb_form,B2,dis- to eat,imperfect,voi
dismangiavano,dismangiare,verb_form,B2,dis- to eat,imperfect,loro
dismangiato,dismangiare,verb_form,B2,dis- to eat,past_participle,
dismangiando,dismangiare,verb_form,B2,dis- to eat,gerund,
dismangierò,dismangiare,verb_form,B2,dis- to eat,future,io
dismangierai,dismangiare,verb_form,B2,dis- to eat,future,tu
dismangierà,dismangiare,verb_form,B2,dis- to eat,future,lui/lei
dismangieremo,dismangiare,verb_form,B2,dis- to eat,future,noi
dismangierete,dismangiare,verb_form,B2,dis- to eat,future,voi
dismangieranno,dismangiare,verb_form,B2,dis- to eat,future,loro
dismangierei,dismangiare,verb_form,B2,dis- to eat,conditional,io
dismangieresti,dismangiare,verb_form,B2,dis- to eat,conditional,tu
dismangierebbe,dismangiare,verb_form,B2,dis- to eat,conditional,lui/lei
dismangieremmo,dismangiare,verb_form,B2,dis- to eat,conditional,noi
dismangiereste,dismangiare,verb_form,B2,dis- to eat,conditional,voi
dismangierebbero,dismangiare,verb_form,B2,dis- to eat,conditional,loro
premangiare,premangiare,verb_form,B2,pre- to eat,infinitive,
premangio,premangiare,verb_form,B2,pre- to eat,present,io
premangii,premangiare,verb_form,B2,pre- to eat,present,tu
premangia,premangiare,verb_form,B2,pre- to eat,present,lui/lei
premangiiamo,premangiare,verb_form,B2,pre- to eat,present,noi
premangiate,premangiare,verb_form,B2,pre- to eat,present,voi
premangiano,premangiare,verb_form,B2,pre- to eat,present,loro
premangiavo,premangiare,verb_form,B2,pre- to eat,imperfect,io
premangiavi,premangiare,verb_form,B2,pre- to eat,imperfect,tu
premangiava,premangiare,verb_form,B2,pre- to eat,imperfect,lui/lei
premangiavamo,premangiare,verb_form,B2,pre- to eat,imperfect,noi
premangiavate,premangiare,verb_form,B2,pre- to eat,imperfect,voi
premangiavano,premangiare,verb_form,B2,pre- to eat,imperfect,loro
premangiato,premangiare,verb_form,B2,pre- to eat,past_participle,
premangiando,premangiare,verb_form,B2,pre- to eat,gerund,
premangierò,premangiare,verb_form,B2,pre- to eat,future,io
premangierai,premangiare,verb_form,B2,pre- to eat,future,tu
premangierà,premangiare,verb_form,B2,pre- to eat,future,lui/lei
premangieremo,premangiare,verb_form,B2,pre- to eat,future,noi
premangierete,premangiare,verb_form,B2,pre- to eat,future,voi
premangieranno,premangiare,verb_form,B2,pre- to eat,future,loro
premangierei,premangiare,verb_form,B2,pre- to eat,conditional,io
premangieresti,premangiare,verb_form,B2,pre- to eat,conditional,tu
premangierebbe,premangiare,verb_form,B2,pre- to eat,conditional,lui/lei
premangieremmo,premangiare,verb_form,B2,pre- to eat,conditional,noi
premangiereste,premangiare,verb_form,B2,pre- to eat,conditional,voi
premangierebbero,premangiare,verb_form,B2,pre- to eat,conditional,loro
postmangiare,postmangiare,verb_form,B2,post- to eat,infinitive,
postmangio,postmangiare,verb_form,B2,post- to eat,present,io
postmangii,postmangiare,verb_form,B2,post- to eat,present,tu
postmangia,postmangiare,verb_form,B2,post- to eat,present,lui/lei
postmangiiamo,postmangiare,verb_form,B2,post- to eat,present,noi
postmangiate,postmangiare,verb_form,B2,post- to eat,present,voi
postmangiano,postmangiare,verb_form,B2,post- to eat,present,loro
postmangiavo,postmangiare,verb_form,B2,post- to eat,imperfect,io
postmangiavi,postmangiare,verb_form,B2,post- to eat,imperfect,tu
postmangiava,postmangiare,verb_form,B2,post- to eat,imperfect,lui/lei
postmangiavamo,postmangiare,verb_form,B2,post- to eat,imperfect,noi
postmangiavate,postmangiare,verb_form,B2,post- to eat,imperfect,voi
postmangiavano,postmangiare,verb_form,B2,post- to eat,imperfect,loro
postmangiato,postmangiare,verb_form,B2,post- to eat,past_participle,
postmangiando,postmangiare,verb_form,B2,post- to eat,gerund,
postmangierò,postmangiare,verb_form,B2,post- to eat,future,io
postmangierai,postmangiare,verb_form,B2,post- to eat,future,tu
postmangierà,postmangiare,verb_form,B2,post- to eat,future,lui/lei
postmangieremo,postmangiare,verb_form,B2,post- to eat,future,noi
postmangierete,postmangiare,verb_form,B2,post- to eat,future,voi
postmangieranno,postmangiare,verb_form,B2,post- to eat,future,loro
postmangierei,postmangiare,verb_form,B2,post- to eat,conditional,io
postmangieresti,postmangiare,verb_form,B2,post- to eat,conditional,tu
postmangierebbe,postmangiare,verb_form,B2,post- to eat,conditional,lui/lei
postmangieremmo,postmangiare,verb_form,B2,post- to eat,conditional,noi
postmangiereste,postmangiare,verb_form,B2,post- to eat,conditional,voi
postmangierebbero,postmangiare,verb_form,B2,post- to eat,conditional,loro
automangiare,automangiare,verb_form,B2,self- to eat,infinitive,
automangio,automangiare,verb_form,B2,self- to eat,present,io
automangii,automangiare,verb_form,B2,self- to eat,present,tu
automangia,automangiare,verb_form,B2,self- to eat,present,lui/lei
automangiiamo,automangiare,verb_form,B2,self- to eat,present,noi
automangiate,automangiare,verb_form,B2,self- to eat,present,voi
automangiano,automangiare,verb_form,B2,self- to eat,present,loro
automangiavo,automangiare,verb_form,B2,self- to eat,imperfect,io
automangiavi,automangiare,verb_form,B2,self- to eat,imperfect,tu
automangiava,automangiare,verb_form,B2,self- to eat,imperfect,lui/lei
automangiavamo,automangiare,verb_form,B2,self- to eat,imperfect,noi
automangiavate,automangiare,verb_form,B2,self- to eat,imperfect,voi
automangiavano,automangiare,verb_form,B2,self- to eat,imperfect,loro
automangiato,automangiare,verb_form,B2,self- to eat,past_participle,
automangiando,automangiare,verb_form,B2,self- to eat,gerund,
automangierò,automangiare,verb_form,B2,self- to eat,future,io
automangierai,automangiare,verb_form,B2,self- to eat,future,tu
automangierà,automangiare,verb_form,B2,self- to eat,future,lui/lei
automangieremo,automangiare,verb_form,B2,self- to eat,future,noi
automangierete,automangiare,verb_form,B2,self- to eat,future,voi
automangieranno,automangiare,verb_form,B2,self- to eat,future,loro
automangierei,automangiare,verb_form,B2,self- to eat,conditional,io
automangieresti,automangiare,verb_form,B2,self- to eat,conditional,tu
automangierebbe,automangiare,verb_form,B2,self- to eat,conditional,lui/lei
automangieremmo,automangiare,verb_form,B2,self- to eat,conditional,noi
automangiereste,automangiare,verb_form,B2,self- to eat,conditional,voi
automangierebbero,automangiare,verb_form,B2,self- to eat,conditional,loro
ricomprare,ricomprare,verb_form,B2,re- to buy,infinitive,
ricompro,ricomprare,verb_form,B2,re- to buy,present,io
ricompri,ricomprare,verb_form,B2,re- to buy,present,tu
ricompra,ricomprare,verb_form,B2,re- to buy,present,lui/lei
ricompriamo,ricomprare,verb_form,B2,re- to buy,present,noi
ricomprate,ricomprare,verb_form,B2,re- to buy,present,voi
ricomprano,ricomprare,verb_form,B2,re- to buy,present,loro
ricompravo,ricomprare,verb_form,B2,re- to buy,imperfect,io
ricompravi,ricomprare,verb_form,B2,re- to buy,imperfect,tu
ricomprava,ricomprare,verb_form,B2,re- to buy,imperfect,lui/lei
ricompravamo,ricomprare,verb_form,B2,re- to buy,imperfect,noi
ricompravate,ricomprare,verb_form,B2,re- to buy,imperfect,voi
ricompravano,ricomprare,verb_form,B2,re- to buy,imperfect,loro
ricomprato,ricomprare,verb_form,B2,re- to buy,past_participle,
ricomprando,ricomprare,verb_form,B2,re- to buy,gerund,
ricomprerò,ricomprare,verb_form,B2,re- to buy,future,io
ricomprerai,ricomprare,verb_form,B2,re- to buy,future,tu
ricomprerà,ricomprare,verb_form,B2,re- to buy,future,lui/lei
ricompreremo,ricomprare,verb_form,B2,re- to buy,future,noi
ricomprerete,ricomprare,verb_form,B2,re- to buy,future,voi
ricompreranno,ricomprare,verb_form,B2,re- to buy,future,loro
ricomprerei,ricomprare,verb_form,B2,re- to buy,conditional,io
ricompreresti,ricomprare,verb_form,B2,re- to buy,conditional,tu
ricomprerebbe,ricomprare,verb_form,B2,re- to buy,conditional,lui/lei
ricompreremmo,ricomprare,verb_form,B2,re- to buy,conditional,noi
ricomprereste,ricomprare,verb_form,B2,re- to buy,conditional,voi
ricomprerebbero,ricomprare,verb_form,B2,re- to buy,conditional,loro
discomprare,discomprare,verb_form,B2,dis- to buy,infinitive,
discompro,discomprare,verb_form,B2,dis- to buy,present,io
discompri,discomprare,verb_form,B2,dis- to buy,present,tu
discompra,discomprare,verb_form,B2,dis- to buy,present,lui/lei
discompriamo,discomprare,verb_form,B2,dis- to buy,present,noi
discomprate,discomprare,verb_form,B2,dis- to buy,present,voi
discomprano,discomprare,verb_form,B2,dis- to buy,present,loro
discompravo,discomprare,verb_form,B2,dis- to buy,imperfect,io
discompravi,discomprare,verb_form,B2,dis- to buy,imperfect,tu
discomprava,discomprare,verb_form,B2,dis- to buy,imperfect,lui/lei
discompravamo,discomprare,verb_form,B2,dis- to buy,imperfect,noi
discompravate,discomprare,verb_form,B2,dis- to buy,imperfect,voi
discompravano,discomprare,verb_form,B2,dis- to buy,imperfect,loro
discomprato,discomprare,verb_form,B2,dis- to buy,past_participle,
discomprando,discomprare,verb_form,B2,dis- to buy,gerund,
discomprerò,discomprare,verb_form,B2,dis- to buy,future,io
discomprerai,discomprare,verb_form,B2,dis- to buy,future,tu
discomprerà,discomprare,verb_form,B2,dis- to buy,future,lui/lei
discompreremo,discomprare,verb_form,B2,dis- to buy,future,noi
discomprerete,discomprare,verb_form,B2,dis- to buy,future,voi
discompreranno,discomprare,verb_form,B2,dis- to buy,future,loro
discomprerei,discomprare,verb_form,B2,dis- to buy,conditional,io
discompreresti,discomprare,verb_form,B2,dis- to buy,conditional,tu
discomprerebbe,discomprare,verb_form,B2,dis- to buy,conditional,lui/lei
discompreremmo,discomprare,verb_form,B2,dis- to buy,conditional,noi
discomprereste,discomprare,verb_form,B2,dis- to buy,conditional,voi
discomprerebbero,discomprare,verb_form,B2,dis- to buy,conditional,loro
precomprare,precomprare,verb_form,B2,pre- to buy,infinitive,
precompro,precomprare,verb_form,B2,pre- to buy,present,io
precompri,precomprare,verb_form,B2,pre- to buy,present,tu
precompra,precomprare,verb_form,B2,pre- to buy,present,lui/lei
precompriamo,precomprare,verb_form,B2,pre- to buy,present,noi
precomprate,precomprare,verb_form,B2,pre- to buy,present,voi
precomprano,precomprare,verb_form,B2,pre- to buy,present,loro
precompravo,precomprare,verb_form,B2,pre- to buy,imperfect,io
precompravi,precomprare,verb_form,B2,pre- to buy,imperfect,tu
precomprava,precomprare,verb_form,B2,pre- to buy,imperfect,lui/lei
precompravamo,precomprare,verb_form,B2,pre- to buy,imperfect,noi
precompravate,precomprare,verb_form,B2,pre- to buy,imperfect,voi
precompravano,precomprare,verb_form,B2,pre- to buy,imperfect,loro
precomprato,precomprare,verb_form,B2,pre- to buy,past_participle,
precomprando,precomprare,verb_form,B2,pre- to buy,gerund,
precomprerò,precomprare,verb_form,B2,pre- to buy,future,io
precomprerai,precomprare,verb_form,B2,pre- to buy,future,tu
precomprerà,precomprare,verb_form,B2,pre- to buy,future,lui/lei
precompreremo,precomprare,verb_form,B2,pre- to buy,future,noi
precomprerete,precomprare,verb_form,B2,pre- to buy,future,voi
precompreranno,precomprare,verb_form,B2,pre- to buy,future,loro
precomprerei,precomprare,verb_form,B2,pre- to buy,conditional,io
precompreresti,precomprare,verb_form,B2,pre- to buy,conditional,tu
